mistake_id	text_id	sentence_id	mistake_type	error_span	correction	span_start	span_end
3	1345	3	note	think about and suggest on	only 'think about' or only 'suggest making	139	165
24	1345	16	Word_choice	the	this	1517	1520
27	1345	17	Spelling	opportunities	opportunity	1597	1610
30	1345	17	Noun_number	opportunities	opportunity	1597	1610
28	1345	17	Spelling	possibilities	possibility	1615	1628
29	1345	17	Noun_number	possibilities	possibility	1615	1628
31	1345	18	Absence_comp_sent	every aspects	every its aspect	1674	1687
32	1345	18	Spelling	aspects	aspect	1680	1687
33	1345	18	Noun_number	aspects	aspect	1680	1687
4	1345	3	Spelling	sport	sports	173	178
34	1345	3	Noun_number	sport	sports	173	178
7	1345	5	lex_part_choice	No doubt	There is no doubt	254	262
6	1345	5	Absence_comp_sent	No doubt	There is no doubt	254	262
1	1345	5	Spelling	trainings	training	322	331
35	1345	5	Countable_uncountable	trainings	training	322	331
2	1345	2	Punctuation	Thus	Thus,	73	77
13	1345	10	Word_choice	give	make	763	767
1	1346	1	Agreement_errors	lives	live	61	66
5	1346	8	Tense_choice	will strongly decline	will have strongly declined	649	670
8	1346	11	Word_order	particulary will not change	will not change particularly	866	893
9	1346	11	Spelling	particulary	particularly	866	877
21	1347	10	Negation	some	any	1003	1007
20	1347	10	Word_choice	some	any	1003	1007
3	1347	3	lex_part_choice	On the other hand	On the one hand	207	224
2	1347	3	Word_choice	other	one	214	219
5	1347	3	Tense_form	thinks	think	257	263
8	1347	3	Punctuation	thinks what		257	268
6	1347	3	Spelling	what	that	264	268
11	1347	5	Absence_explanation	But there are people, who has different problems with heart, for example.		433	506
9	1347	5	Relative_clause	, who	who	453	458
13	1347	8	Spelling	These	Those	789	794
14	1347	8	Ref_device	These	Those	789	794
18	1347	9	Word_order	Maybe they mean	They probably mean,	855	870
17	1347	9	lex_item_choice	Maybe	Probably	855	860
34	1348	10	Spelling	percantage	percentage	1097	1107
35	1348	10	Articles	percantage		1097	1107
36	1348	10	Absence_comp_sent	percantage		1097	1107
3	1348	2	Articles	number		166	172
4	1348	2	Absence_comp_sent	number		166	172
1	1348	1	Articles	following information		23	44
2	1348	1	Absence_comp_sent	following information		23	44
7	1348	2	Spelling	thise	this	279	284
10	1348	3	Absence_comp_sent	account		322	329
9	1348	3	Articles	account		322	329
40	1348	3	lex_item_choice	increase	decrease	364	372
11	1348	3	Spelling	increase	decrease	364	372
14	1348	4	Absence_comp_sent	Number		408	414
13	1348	4	Articles	Number		408	414
18	1348	4	lex_part_choice	in contrast with	in contrast to	486	502
17	1348	4	Prepositions	with	today	498	502
19	1348	4	Articles	number		503	509
20	1348	4	Absence_comp_sent	number		503	509
24	1348	5	Absence_comp_sent	trend		573	578
23	1348	5	Articles	trend		573	578
27	1348	6	Spelling	Italians	Italian	651	659
41	1348	6	Category_confusion	Italians	Italian	651	659
1	1349	1	Spelling	Nowdays	Nowadays	0	7
74	1349	9	Noun_number	sport	sports	1048	1053
33	1349	9	Spelling	sport	sports	1048	1053
6	1349	2	Word_order	it is very good idea to improve common health with help sports	improving common health with the help of sports is a very good idea	110	172
7	1349	2	Redundant_comp	it		110	112
35	1349	10	Absence_comp_sent	very good idea		1111	1125
34	1349	10	Articles	very good idea		1111	1125
9	1349	2	Absence_comp_sent	very good idea		116	130
10	1349	2	Articles	very good idea	a	116	130
36	1349	11	note	do to the doctor	go to the doctor's/visit a doctor	1173	1189
39	1349	11	Word_choice	visite	go to a	1241	1247
38	1349	11	Spelling	visite	visit	1241	1247
45	1349	12	Absence_explanation	visite the sport center is good opportunity to look like a pretty person		1283	1355
41	1349	12	Word_choice	visite	go to	1283	1289
40	1349	12	Spelling	visite	visit	1283	1289
43	1349	12	Articles	good opportunity		1310	1326
44	1349	12	Absence_comp_sent	good opportunity		1310	1326
46	1349	13	Punctuation	For, example	For example,	1357	1369
47	1349	13	Punctuation	,		1360	1361
49	1349	13	Redundant_comp	it		1380	1382
48	1349	13	note	it is very popular to do sport and improve health of their nation	doing sports and improving nation's health is very popular.	1380	1445
11	1349	2	lex_part_choice	with help sports	with the help of sports	156	172
56	1349	15	Absence_comp_sent	very god idea		1577	1590
55	1349	15	Articles	very god idea	a very good idea	1577	1590
57	1349	15	Spelling	god	good	1582	1585
12	1349	2	Spelling	doe	does	205	208
14	1349	2	Absence_comp_sent	doe not productive	does not seem productive	205	223
75	1349	3	lex_item_choice	impress	express	342	349
19	1349	3	Spelling	impress	express	342	349
20	1349	3	Tense_choice	impress	will express	342	349
21	1349	4	Absence_comp_sent	with help sports	with the help of sports	486	502
2	1349	1	Tense_choice	increase	is increasing	49	57
22	1349	5	Absence_explanation	improving public health is force many people to do it, but they do not want do it		514	595
3	1349	1	Spelling	differen	different	61	69
23	1349	6	Word_choice	go in	attend	668	673
25	1349	6	Absence_comp_sent	sport center		674	686
24	1349	6	Articles	sport center		674	686
26	1349	6	Articles	swimming pool		690	703
27	1349	6	Absence_comp_sent	swimming pool		690	703
28	1349	6	Absence_explanation	and it can be caused to bad work, because people will be unmotivated their work		704	783
4	1349	1	Spelling	programms	programs/programmes	77	86
71	1349	7	Category_confusion	sport	sports	813	818
30	1349	7	Absence_explanation	but when they will know about new sports facilities sick people will be sad		865	940
69	1349	7	Tense_choice	will know	know	879	888
70	1349	2	lex_item_choice	consider	believes	96	104
5	1349	2	Agreement_errors	consider	believes	96	104
18	1350	10	Tense_choice	increases	is expected to increase	762	771
19	1350	10	Absence_explanation	increases	is expected to increase	762	771
4	1350	11	Agreement_errors	tend	tends	847	851
10	1350	1	Linking_device	such as	, namely,	85	92
17	1350	11	Word_choice	was shown	were observed	882	891
5	1350	11	Agreement_errors	was shown	were observed	882	891
12	1351	13	Spelling	futur	future	1329	1334
1	1351	2	Countable_uncountable	knowledges	knowledge	133	143
18	1351	14	note	.	Куликова	1423	1424
2	1352	1	lex_item_choice	describe	shows	10	18
57	1352	1	Agreement_errors	describe	shows	10	18
3	1352	2	Punctuation	In general	In general,	121	131
1	1352	2	Spelling	tendention	tendency	132	142
5	1352	2	Formational_affixes	tendention	the tendency	132	142
8	1352	3	Articles	Proportion	The proportion	158	168
55	1352	3	lex_item_choice	Proportion	The percentage	158	168
54	1352	1	lex_item_choice	proportion	percentage 	23	33
9	1352	3	Spelling	gradualy	gradually	231	239
12	1352	4	Determiners	a periud	the period	267	275
10	1352	4	Spelling	periud	period	269	275
13	1352	4	Articles	proportion	the proportion	297	307
56	1352	4	lex_item_choice	proportion	the percentage 	297	307
21	1352	6	Spelling	Persentage	Percentage	416	426
27	1352	6	Articles	Persentage	The percentage	416	426
59	1352	6	Spelling	then	than	459	463
28	1352	6	lex_item_choice	then	than	459	463
25	1352	6	Ref_device	Sweden and USA	that of Sweden and the USA	464	478
26	1352	6	Articles	USA	the USA	475	478
29	1352	7	Tense_choice	slowly decrease	slowly decreased for about 40 years	502	517
30	1352	7	Absence_explanation	slowly decrease	slowly decreased for about 40 years	502	517
36	1352	8	Tense_choice	consist	is expected to reach	567	574
42	1352	8	lex_item_choice	consist	is expected to reach	567	574
51	1352	10	Absence_comp_sent	It will more then	It will be higher than	645	662
60	1352	10	lex_item_choice	more	higher	653	657
49	1352	11	Absence_explanation	will more then 25%	will account for more than 25% of general population	758	776
61	1352	11	Absence_comp_sent	will more then 25%	will account for more than 25% of general population	758	776
45	1352	11	Spelling	then	than	768	772
62	1352	12	suggestion	rise up	rise	795	802
47	1352	12	Absence_comp_sent	rise	is to rise	795	799
1	1353	1	Spelling	differenses	differences	16	27
7	1353	2	Absence_comp_sent	male and female	male and female students	161	176
12	1353	1	Confusion_of_structures	a live every people	every person's life	73	92
11	1353	1	Spelling	live	life	75	79
13	1353	1	Category_confusion	live	life	75	79
1	1354	6	Spelling	broadcasted	broadcast	571	582
39	1354	6	Tense_form	broadcasted	broadcast	571	582
14	1354	6	lex_item_choice	broadcasted	expected	571	582
38	1354	10	Redundant_comp	It is expected sharp growth of population of Japen		839	889
37	1354	10	Articles	sharp growth		854	866
20	1355	9	Articles	a high mathematical skills	advanced mathematical skills	1007	1033
47	1355	9	lex_part_choice	high mathematical skills	advanced mathematical skills	1009	1033
25	1355	10	Noun_number	languages studying	language studies	1083	1101
48	1355	10	Category_confusion	studying	studies	1093	1101
5	1355	2	Category_confusion	male and female	male and female students	110	125
26	1355	11	Spelling	Kurie	Curie	1150	1155
6	1355	2	Redundant_comp	educational field	education	129	146
29	1355	11	Word_choice	owing to the fact of sex	on the grounds of their gender	1345	1369
56	1355	11	lex_item_choice	sex	gender	1366	1369
11	1355	3	lex_item_choice	define	certain	227	233
10	1355	3	Articles	define subject	a certain subject	227	241
4	1355	1	Tense_choice	become	is becoming	46	52
40	1355	5	Articles	a higher education	higher education	469	487
55	1355	6	Articles	the woman	women	557	566
13	1355	6	Noun_number	the woman	women	557	566
7	1355	2	Linking_device	By that fact	In view of that fact,	78	90
44	1355	7	lex_item_choice	those fields	some fields	780	792
3	1356	4	Articles	the huge difference	a huge difference	294	313
14	1356	1	Countable_uncountable	percentages	percentage	31	42
5	1356	4	Tense_choice	has established	had emerged	314	329
2	1356	4	lex_item_choice	established	had emerged	318	329
15	1356	1	Absence_explanation	one hundred years	one-hundred-year period	77	94
16	1356	9	lex_item_choice	amount	rate	827	833
12	1356	9	Tense_choice	will rich	will have reached	834	843
11	1356	9	Spelling	rich	reach	839	843
9	1357	1	Noun_number	amount	numbers	122	128
25	1357	14	lex_item_choice	works	jobs	1235	1240
6	1357	1	Possessive	women	women's	32	37
12	1357	4	Determiners	some faculty	a faculty	358	370
7	1357	1	Spelling	duscused	discussed 	75	83
16	1357	8	Spelling	concetration	concentration	773	785
6	1358	5	Punctuation	Analysing Japan's curve	Analysing the Japanese curve,	371	394
18	1358	5	Category_confusion	Japan's	Japanese 	381	388
12	1358	9	Numerals	25 percents	25 percent	883	894
1	1358	9	Numerals	percents	percent	886	894
8	1359	9	Prepositions	what subject to take	of what subject to take up	1005	1025
11	1359	9	Tense_choice	take	take up	1021	1025
18	1359	3	Determiners	the number of them	their numbers	248	266
2	1359	3	Noun_number	number	numbers	252	258
24	1360	1	lex_item_choice	presents	visualises	10	18
46	1360	13	Word_order	dramatically improve	improve dramatically	1006	1026
49	1360	14	lex_item_choice	aged 65 and over	population over the age of 65	1176	1192
48	1360	14	Word_order	aged 65 and over population	population over the age of 65	1176	1203
53	1360	16	lex_item_choice	old	aged	1434	1437
52	1360	16	Articles	old population	the aged population	1434	1448
7	1360	4	Spelling	Untill	Until 	287	293
10	1360	4	Prepositions	Untill	By	287	293
12	1360	7	Articles	next three-four years	the next three-four years	590	611
36	1360	7	lex_part_choice	three-four	three to four	595	605
25	1360	1	Noun_number	part	numbers	61	65
3	1360	1	lex_item_choice	part	numbers	61	65
38	1360	8	Prepositions	In	By	613	615
54	1360	9	Coherence	The other two countries have almost the same trends to each other.	The trends of the other two countries are almost the same.	671	737
31	1360	1	lex_item_choice	old	aged	69	72
15	1360	10	Punctuation	Over the period from 1940 to the middle ninties	Over the period from 1940 to the middle nineties,	738	785
39	1360	10	lex_item_choice	middle ninties	mid-1990s	771	785
6	1360	10	Spelling	ninties	mid-1990s	778	785
40	1360	10	Ref_device	the trend of USA	the USA's aged population	786	802
14	1360	10	Articles	USA	the USA's aged population	799	802
42	1360	11	lex_item_choice	had a growth	grew	847	859
2	1360	1	Word_choice	65 ages	65 years of age	85	92
43	1360	12	lex_item_choice	next	following	897	901
20	1360	13	Punctuation	After that moment	After that moment,	961	978
26	1360	1	lex_item_choice	more	older	97	101
22	1361	12	Articles	the equal numbers	equal numbers	1298	1315
1	1361	1	Articles	the one of	one of	13	23
6	1361	2	Articles	the University	a university	136	150
24	1361	13	Prepositions	by	with	1360	1362
5	1361	2	Capitalisation	University	university	140	150
23	1361	13	Articles	good idea	a good idea	1436	1445
26	1361	14	Spelling	Inspite	In spite	1470	1477
25	1361	14	Punctuation	Inspite of this possibility	Inspite of this possibility,	1470	1497
8	1361	3	Noun_number	some direction is	some areas of study are	163	180
9	1361	3	lex_item_choice	direction	areas of study	168	177
10	1361	4	Articles	the equal numbers	equal numbers	274	291
4	1361	1	Comparison_degree	most essential	essential	28	42
11	1361	5	Linking_device	According to my view,	As for me,	362	383
14	1361	8	Absence_comp_sent	argument against	argument against this	676	692
3	1361	1	Articles	successful career	a successful career	69	86
27	1361	8	Capitalisation	University	universities	710	720
15	1361	8	Noun_number	University	universities	710	720
28	1361	10	Spelling	business woman	businesswomen	976	990
18	1361	10	Noun_number	business woman	businesswomen	976	990
1	1362	1	Agreement_errors	demonstrate	demonstrates	10	21
2	1362	1	Articles	USA	the USA	136	139
4	1362	2	suggestion	will be incregse	will increase	232	248
5	1362	2	Spelling	incregse	increase	240	248
34	1362	1	suggestion	number	percentage	45	51
14	1362	4	Spelling	procent	percent	450	457
17	1362	6	Spelling	drammatically	dramatic	546	559
32	1362	6	Category_confusion	drammatically	dramatic	546	559
24	1362	7	Punctuation	In USA	In the USA	601	607
23	1362	7	Articles	USA	the USA	604	607
24	1363	9	Articles	practical and realistic view	a practical and realistic point of view	1082	1110
4	1363	1	Spelling	greate	great	110	116
33	1363	9	suggestion	view	point of view	1106	1110
26	1363	9	lex_item_choice	it's	its	1186	1190
31	1363	9	Spelling	it 's	its	1186	1190
25	1363	9	Formational_affixes	unefficiency	inefficiency	1210	1222
1	1363	9	Spelling	unefficiency	inefficiency	1210	1222
34	1363	3	suggestion	men	male	417	420
2	1363	1	Articles	the education	education	42	55
35	1363	3	suggestion	women	female	425	430
11	1363	4	lex_part_choice	On the top of that	on top of that	460	478
10	1363	4	Punctuation	On the top of that	On top of that,	460	478
30	1363	7	Absence_comp_sent	equal numbers	having equal numbers	899	912
3	1363	1	Punctuation	, because	because	91	100
1	1364	10	Spelling	tendention	tendency	1274	1284
36	1364	10	Formational_affixes	tendention	tendency	1274	1284
39	1364	2	Articles	of population	of the population	173	186
4	1364	2	Prepositions	population this age	 population of this age	176	195
17	1364	5	lex_item_choice	quantiny	number	608	616
2	1364	5	Spelling	quantiny	quantity	608	616
17	1365	10	Word_order	to be paid all attention on her.	all attention to be paid to her.	1000	1032
34	1365	10	Prepositional_noun	attention on	attention to	1015	1027
32	1365	11	Noun_number	threat	traits	1067	1073
20	1365	11	lex_item_choice	threat	traits	1067	1073
27	1365	16	Noun_number	university	universities	1471	1481
3	1365	2	Spelling	us	is 	148	150
2	1365	1	Relative_clause	, about which	about which	52	65
10	1365	6	lex_item_choice	quantity	measure	526	534
29	1365	6	Relative_clause	, who work in library,	who work in libraries	553	575
33	1365	6	Noun_number	library	libraries	567	574
31	1365	6	Relative_clause	, who work in sports centre,	who work in sports centres	602	630
8	1365	6	Noun_number	sports centre	sports centres	616	629
11	1365	9	lex_item_choice	quantity	numbers	807	815
18	1365	9	Noun_number	quantity	numbers	807	815
12	1365	10	Spelling	psyhological	psychological	850	862
13	1365	10	Articles	psyhological point of view	a psychological point of view	850	876
25	1365	10	Prepositions	beetween	among	964	972
1	1365	10	Spelling	beetween	between	964	972
13	1366	5	Absence_explanation	old population	the sector of the elderly	430	444
14	1366	5	Redundant_comp	old population	the sector of the elderly	430	444
1	1366	7	Spelling	dramatical	dramatic	694	704
7	1366	7	Articles	dramatical increase	a dramatical increase	694	713
26	1366	7	Formational_affixes	dramatical	dramatic	694	704
9	1366	9	Punctuation	having about 7% of all population	, having about 7% of all population,	877	910
22	1366	9	suggestion	having	having had	877	883
20	1367	11	Tense_choice	married people get engaged	got (married people can not get engaged)	1032	1058
8	1367	11	Verb_pattern	engaged on	engaged to	1051	1061
32	1367	13	suggestion	few boys	some boys	1198	1206
23	1367	13	suggestion	few boys feel uncomfortable among many girls.	some boys feel uncomfortable around girls	1198	1243
22	1367	13	Prepositions	among	around	1226	1231
25	1367	15	Word_order	to attend some subjects for boys or girls	boys or girls to attend some subjects.	1378	1419
26	1367	15	Prepositions	for		1402	1405
11	1367	16	Discourse	but boys	but only to boys	1466	1474
28	1367	16	Absence_comp_sent	but boys.		1466	1475
12	1367	17	Formational_affixes	unequality	 inequality	1524	1534
2	1367	17	Spelling	unequality	inequality	1524	1534
3	1367	4	Coherence	equal to choose		285	300
17	1367	4	Ref_device	to choose	in choice	291	300
5	1367	6	Absence_comp_sent	are to think	are likely to think	496	508
16	1367	1	Punctuation	,	problems nowadays.	50	51
6	1367	6	Articles	more extra ordinary thinking	a more unorthodox thinking	542	570
18	1367	6	Spelling	extra ordinary	extraordinary	547	561
4	1367	6	lex_item_choice	extra ordinary	unorthodox	547	561
1	1367	2	Spelling	unequality	inequality	77	87
33	1367	2	Formational_affixes	unequality	inequality	77	87
10	1368	2	Tense_form	will be rapidly rise	will be rising rapidly	188	208
11	1368	2	Word_order	will be rapidly rise	will be rising rapidly	188	208
2	1368	3	Articles	low decrease	a low decrease	255	267
3	1368	3	Prepositional_noun	decrease	decrease in 	259	267
12	1368	5	lex_item_choice	are fluctuated	will increase	443	457
13	1368	5	Tense_choice	are fluctuated	will increase	443	457
8	1368	8	Prepositional_noun	reason of	reasons for	692	701
14	1368	8	Noun_number	reason of	reasons for	692	701
59	1369	2	Word_order	Usually they are	They are usually	103	119
48	1369	11	lex_item_choice	get	give	1088	1091
58	1369	12	Discourse	the getting education is the choice of	whether to get education or not is up to	1196	1234
8	1369	2	Category_confusion	close	closed	120	125
26	1369	12	Spelling	studend	student	1241	1248
1	1369	2	Spelling	elitary	elitist	130	137
6	1369	2	Formational_affixes	elitary	elitist	130	137
53	1369	13	lex_item_choice	lecture visitors	students	1327	1343
32	1369	14	Linking_device	there is opportunity	which give an opportunity	1398	1418
28	1369	14	Articles	opportunity	an opportunity	1407	1418
30	1369	15	Word_order	have not benefits	not give benefits	1494	1511
55	1369	15	lex_item_choice	have	give	1494	1498
5	1369	1	lex_item_choice	include	accept 	60	67
14	1369	6	lex_item_choice	medsisters	care workers	605	615
3	1369	6	Spelling	medsisters	medical workers	605	615
19	1369	8	lex_item_choice	visiting of	whether or not to attend	708	719
44	1369	8	Linking_device	visiting of	whether or not to attend	708	719
43	1369	8	lex_item_choice	subjects	a class	720	728
33	1369	8	Noun_number	subjects	a class	720	728
10	1370	1	Tense_choice	has changed	changes	56	67
14	1370	5	lex_item_choice	incredibly	steeply	561	571
17	1370	7	Spelling	rises	rose	720	725
23	1370	7	Tense_choice	rises	rose	720	725
22	1370	8	lex_part_choice	the USA old citizens were more likely to die during the major part of the period, but its rate	the rate of American old citizens	905	999
18	1370	8	lex_part_choice	the USA	American	905	912
2	1371	11	Spelling	espesially	Especially	1255	1265
33	1371	11	Capitalisation	espesially	Especially	1255	1265
4	1371	1	Punctuation	, that	that	18	24
29	1371	3	lex_item_choice	formed by	consist of	195	204
18	1371	6	Absence_explanation	benefitial	beneficial; it's not implied in the previous sentence	630	640
3	1371	6	Spelling	benefitial	beneficial	630	640
7	1371	2	lex_item_choice	Although,	However	89	98
20	1371	8	Spelling	incide	 inside	943	949
2	1372	1	Spelling	seniour	senior	45	52
4	1372	6	Spelling	seniour	senior	494	501
1	1372	10	Spelling	extremelly	extremely	898	908
7	1372	10	lex_item_choice	extremelly	absolutely	898	908
18	1373	9	Formational_affixes	unequality	inequality	1120	1130
8	1373	9	Spelling	unequality	inequality	1120	1130
2	1373	2	Formational_affixes	unefficient	inefficient	224	235
1	1373	2	Spelling	unefficient	inefficient	224	235
16	1373	4	note	more men succeded	men are more succeeded 	425	442
4	1373	4	Spelling	succeded	succeeded	434	442
2	1374	4	Punctuation	After a slight fall in 1980-1990 period	Link After a slight fall in the 1980-1990 period,	386	425
9	1374	4	Articles	1980-1990 period	the period from 1980 to 1990 	409	425
10	1374	4	Word_order	1980-1990 period	the period from 1980 to 1990 	409	425
13	1374	1	Compound_word	hundred year	hundred-year	84	96
5	1374	9	Punctuation	In Sweden	In Sweden,	952	961
14	1375	2	Linking_device	So	The question is,	106	108
12	1375	2	Punctuation	So	The question is,	106	108
11	1375	15	Punctuation	whichever	, whichever	1694	1703
21	1375	15	suggestion	whichever gender these students are		1694	1729
22	1375	15	Relative_clause	whichever gender these students are		1694	1729
13	1375	1	Prepositional_noun	argues on	arguments about	27	36
1	1375	1	Formational_affixes	argues	arguments	27	33
9	1376	1	Articles	the a comparison	the comparison	22	38
30	1376	2	Punctuation	(from 1940 to 2040)	from 1940 to 2040	237	256
10	1376	1	Articles	proportion	the proportion	42	52
17	1376	4	Articles	persantage	the percentage	420	430
16	1376	4	Spelling	persantage	percentage	420	430
18	1376	4	lex_item_choice	elder	older	441	446
21	1376	4	lex_part_choice	elder 65	older than 65	441	449
1	1376	5	Spelling	predictance	prediction	686	697
24	1376	5	Formational_affixes	predictance	prediction	686	697
5	1377	1	Articles	the men	men	104	111
30	1377	9	Spelling	attrection	attraction	1047	1057
32	1377	9	Articles	attrection	the attraction	1047	1057
1	1377	9	Spelling	studyings	studying	1100	1109
36	1377	9	Noun_number	studyings	studying	1100	1109
37	1377	10	lex_item_choice	items	points	1158	1163
47	1377	10	Articles	items	the items	1158	1163
6	1377	1	Spelling	spheras	spheres	142	149
41	1377	12	Articles	man	a man	1426	1429
2	1377	1	Spelling	acknowleged	acknowledged	16	27
7	1377	2	Noun_number	woman	women	161	166
8	1377	2	Ref_device	woman want and they are able	women want and are able	161	189
11	1377	3	Absence_comp_sent	in every subject should be included the equal numbers of male and female students	there should be included the equal numbers of male and female students in every subject	273	354
49	1377	3	Noun_number	numbers		319	326
3	1377	1	Spelling	dimocracy	democracy	56	65
16	1377	6	Articles	main task	a main task	624	633
21	1377	7	Punctuation	studying together	studying together,	705	722
4	1377	1	Noun_number	woman	women	72	77
22	1377	7	Articles	woman and man	a woman and a man	723	736
13	1378	3	Relative_clause	which	, which	352	357
19	1378	3	Punctuation	which	,which	352	357
5	1378	4	Punctuation	After this modest deep	After this modest dip,	432	454
4	1378	4	Spelling	deep	dip	450	454
12	1378	1	lex_item_choice	number	the percentage	49	55
1	1378	1	Articles	number	the percentage	49	55
6	1378	4	Spelling	constituded	constituted 	506	517
9	1378	7	Articles	maximume	a maximum	900	908
10	1378	7	Spelling	maximume	a maximum	900	908
2	1379	2	Absence_explanation	male and female	male and female students	110	125
14	1379	11	Absence_comp_sent	more productive	more productive than men	1173	1188
4	1379	3	Punctuation	in my point of view	in my point of view, 	173	192
1	1379	1	Category_confusion	believe	belief	18	25
32	1379	15	note	.	Макарова	1864	1865
21	1379	1	lex_item_choice	takes place	is common	26	37
5	1379	4	Articles	existance	the existence	270	279
6	1379	4	Spelling	existance	the existence	270	279
19	1379	4	Punctuation	an opinion,	the opinion	288	299
29	1379	4	Articles	an opinion	the opinion	288	298
13	1380	4	suggestion	the Sweden	in Sweden	464	474
12	1380	4	suggestion	the Sweden	in Sweden	464	474
25	1381	12	Redundant_comp	there is a problem that there are too many programmists	there is a problem of excessive amount of programmists 	1160	1215
26	1381	12	Spelling	programmists	programmers	1203	1215
40	1381	12	Formational_affixes	programmists	programmers	1203	1215
28	1381	12	Redundant_comp	programmists who are men	male programmers 	1203	1227
14	1381	2	lex_item_choice	good	positive	132	136
31	1381	13	Prepositions	on	at	1356	1358
15	1381	2	lex_item_choice	total	final	151	156
11	1381	15	lex_item_choice	effect positively	have any positive effects	1547	1564
1	1381	1	suggestion	male and female	male and female students	36	51
19	1381	5	Relative_clause	which	, which	377	382
17	1381	7	Lack_par_constr	is not worth-wasting	not worth wasting	617	637
16	1381	7	Spelling	worth-wasting	worth wasting	624	637
38	1381	9	suggestion	which is not interesting and is difficult		906	947
21	1381	9	Punctuation	which	, which	906	911
2	1382	1	Confusion_of_structures	it can be clearly seen 3 curves	we can clearly see 3 curves	16	47
5	1382	2	Capitalisation	japanese	Japanese	167	175
6	1382	2	Absence_comp_sent	the growing down tendency	that there is a downward tendency	204	229
27	1382	2	Category_confusion	down	downward	216	220
1	1382	5	Spelling	rhytm	rhythm	500	505
14	1382	5	lex_item_choice	rhytm	fluctuations	500	505
31	1382	5	Redundant_comp	, like an economy		546	563
3	1382	1	Tense_choice	have been showed	show	55	71
33	1382	6	Tense_choice	couldn't	cannot	677	685
4	1382	1	Articles	proportions	the proportions	72	83
19	1382	7	Prepositions	At	In	721	723
1	1383	1	Spelling	equaled	equalled	131	138
11	1383	1	lex_item_choice	equaled	equalized 	131	138
52	1383	15	Articles	the	no article	1319	1322
16	1383	3	Word_choice	According to	Adressing	234	246
15	1383	3	Punctuation	According to the hystorical viewpoint	According to the hystorical viewpoint,	234	271
21	1383	3	Spelling	hystorical	historical 	251	261
18	1383	4	suggestion	, individ	???	371	380
2	1383	4	Spelling	individ	person	373	380
47	1383	1	lex_item_choice	enter	introduce	53	58
23	1383	8	Articles	the example	an example	559	570
24	1383	8	Articles	the discrimination	discrimination	574	592
9	1383	1	Articles	the new rule	a new rule	59	71
26	1383	9	lex_item_choice	feature	consequence 	603	610
27	1383	10	Absence_comp_sent	biologyeconomical	a biologyeconomical one	740	757
5	1383	10	Spelling	biologyeconomical	biological, economical	740	757
33	1383	11	Absence_comp_sent	The costs on	The costs spend on	788	800
12	1383	1	lex_item_choice	includes	states	79	87
49	1383	11	Articles	the	no article	801	804
37	1383	13	Articles	number	the number	967	973
10	1383	1	lex_item_choice	amounts	numbers	97	104
23	1384	3	Punctuation	"""old"	elderly	323	327
22	1384	3	lex_item_choice	"""old"""	elderly	323	328
1	1384	3	Voice	was changed	changes	336	347
24	1384	3	Tense_choice	was changed	changes	336	347
13	1384	10	Category_confusion	growing up	growth	938	948
32	1384	10	lex_part_choice	growing up	growth	938	948
46	1385	16	Redundant_comp	that		1353	1357
35	1385	16	suggestion	that		1353	1357
4	1385	5	Articles	proffesional area	a professional area	347	364
3	1385	5	Spelling	proffesional	professional 	347	359
22	1385	5	Capitalisation	Features	features	384	392
26	1385	5	suggestion	Features of having ecpecia sex		384	414
24	1385	5	lex_item_choice	ecpecia	special	403	410
1	1385	5	Spelling	ecpecia	specific	403	410
25	1385	5	Absence_explanation	sex	one gender	411	414
23	1385	5	lex_item_choice	sex.	gender	411	415
40	1385	6	Prepositional_noun	Universities	universities	435	447
27	1385	6	suggestion	Universities		435	447
28	1385	6	suggestion	and people		463	473
41	1385	6	Redundant_comp	and people		463	473
43	1385	6	Tense_choice	ceparate them	be separeted	485	498
5	1385	6	Spelling	ceparate	separate	485	493
29	1385	6	suggestion	ceparate them		485	498
31	1385	6	suggestion	according to	by	499	511
44	1385	6	Prepositions	according to	by	499	511
30	1385	6	suggestion	sexes	gender	518	523
37	1385	6	lex_item_choice	sexes	gender	518	523
6	1385	7	Formational_affixes	inequal	unequal 	582	589
2	1385	7	Spelling	inequal	unequal	582	589
32	1385	7	Noun_number	quantity	numbers	590	598
7	1385	7	lex_item_choice	quantity	numbers	590	598
33	1385	7	suggestion	is	are	616	618
45	1385	7	Agreement_errors	is	are	616	618
9	1385	8	suggestion	only one sex-oriented		710	731
49	1385	8	Word_choice	sex-oriented	sex orientated	719	731
13	1385	9	Articles	formed lraditions	the formed traditions	823	840
11	1385	9	Spelling	lraditions	traditions	830	840
4	1386	1	Infinitive_constr	demonstrates	to demonstrate 	30	42
1	1386	3	Punctuation	period	period,	328	334
19	1387	5	lex_item_choice	the equal quantity	equal numbers	490	508
5	1387	5	lex_item_choice	quantity	numbers	500	508
1	1387	1	Noun_number	number	numbers	93	99
13	1387	10	Punctuation	,		979	980
3	1388	3	Coherence	The tendency to growth of swedish	The Swedish tendency of growth	252	285
4	1388	3	Capitalisation	swedish	Swedish	278	285
5	1388	3	Articles	american growth rate	the American growth rate	306	326
6	1388	3	Capitalisation	american	American	306	314
1	1388	1	Adj_as_collective	eldery	the elderly	42	48
2	1388	1	Spelling	eldery	elderly	42	48
9	1388	5	Category_confusion	steeply	steep	430	437
21	1388	1	Word_choice	such as	namely,	69	76
